title,link,group
a-theoretical-framework-for-consistency-techniques-in-logic-programming,https://www.ijcai.org/Proceedings/87-1/Papers/001.pdf,
logic-program-derivation-for-a-class-of-first-order-logic-relations,https://www.ijcai.org/Proceedings/87-1/Papers/002.pdf,
plan-log-a-language-framework-for-the-integration-of-procedural-and-logical-programming,https://www.ijcai.org/Proceedings/87-1/Papers/003.pdf,
an-environment-model-for-the-integration-of-logic-and-functional-programming,https://www.ijcai.org/Proceedings/87-1/Papers/004.pdf,
network-of-communicating-logic-programs-and-its-semantics,https://www.ijcai.org/Proceedings/87-1/Papers/005.pdf,
constraints-in-a-hybrid-knowledge-representation-system,https://www.ijcai.org/Proceedings/87-1/Papers/006.pdf,
extending-logic-programming-to-object-programming-the-system-lap,https://www.ijcai.org/Proceedings/87-1/Papers/007.pdf,
a-uniform-model-for-object-oriented-languages-using-the-class-abstraction,https://www.ijcai.org/Proceedings/87-1/Papers/008.pdf,
reflection-as-a-tool-for-integration-an-exercise-in-procedural-introspection,https://www.ijcai.org/Proceedings/87-1/Papers/009.pdf,
a-parallel-logic-programming-language-for-pepsys,https://www.ijcai.org/Proceedings/87-1/Papers/010.pdf,
parallelism-in-lisp,https://www.ijcai.org/Proceedings/87-1/Papers/011.pdf,
a-distributed-approach-for-inferring-production-systems,https://www.ijcai.org/Proceedings/87-1/Papers/012.pdf,
efficiency-considerations-on-built-in-taxonomic-reasoning-in-prolog,https://www.ijcai.org/Proceedings/87-1/Papers/013.pdf,
amalgamating-multiple-programming-paradigms-in-prolog,https://www.ijcai.org/Proceedings/87-1/Papers/014.pdf,
graphical-debugging-with-the-transparent-prolog-machine-tpm,https://www.ijcai.org/Proceedings/87-1/Papers/015.pdf,
a-logic-based-architecture-for-knowledge-management,https://www.ijcai.org/Proceedings/87-1/Papers/016.pdf,
a-tool-for-building-second-generation-expert-systems,https://www.ijcai.org/Proceedings/87-1/Papers/017.pdf,
x-aid-a-shell-for-building-highly-interactive-and-adaptive-user-interfaces,https://www.ijcai.org/Proceedings/87-1/Papers/018.pdf,
knowledge-engineering-tools-at-the-architecture-level,https://www.ijcai.org/Proceedings/87-1/Papers/019.pdf,
surprisingness-and-expectation-failure-what-s-the-difference,https://www.ijcai.org/Proceedings/87-1/Papers/020.pdf,
explaining-and-repairing-plans-that-fail,https://www.ijcai.org/Proceedings/87-1/Papers/021.pdf,
an-analysis-of-psychological-experiments-on-non-monotonic-reasoning,https://www.ijcai.org/Proceedings/87-1/Papers/022.pdf,
multiple-agents-and-the-heuristic-ascription-of-belief,https://www.ijcai.org/Proceedings/87-1/Papers/023.pdf,
language-acquisition-learning-a-hierarchy-of-phrases,https://www.ijcai.org/Proceedings/87-1/Papers/024.pdf,
learning-idioms-with-and-without-explanation,https://www.ijcai.org/Proceedings/87-1/Papers/025.pdf,
understanding-new-metaphors,https://www.ijcai.org/Proceedings/87-1/Papers/026.pdf,
a-representation-for-natural-category-systems,https://www.ijcai.org/Proceedings/87-1/Papers/027.pdf,
a-comparison-of-concept-identification-in-human-learning-and-network-learning-with-the-generalized-delta-rule,https://www.ijcai.org/Proceedings/87-1/Papers/028.pdf,
marker-passing-and-microfeatures,https://www.ijcai.org/Proceedings/87-1/Papers/029.pdf,
spontaneous-retrieval-in-a-conceptual-information-system,https://www.ijcai.org/Proceedings/87-1/Papers/030.pdf,
how-can-a-program-meant,https://www.ijcai.org/Proceedings/87-1/Papers/031.pdf,
a-shell-for-intelligent-help-systems,https://www.ijcai.org/Proceedings/87-1/Papers/032.pdf,
intelligent-case-selection-and-presentation,https://www.ijcai.org/Proceedings/87-1/Papers/033.pdf,
a-critic-for-lisp,https://www.ijcai.org/Proceedings/87-1/Papers/034.pdf,
implementing-a-model-of-human-plausible-reasoning,https://www.ijcai.org/Proceedings/87-1/Papers/035.pdf,
a-framework-for-representing-tutorial-discourse,https://www.ijcai.org/Proceedings/87-1/Papers/036.pdf,
on-the-discovery-of-mathematical-theorems,https://www.ijcai.org/Proceedings/87-1/Papers/037.pdf,
towards-an-integrated-discovery-system,https://www.ijcai.org/Proceedings/87-1/Papers/038.pdf,
knowledge-based-knowledge-elicitation,https://www.ijcai.org/Proceedings/87-1/Papers/039.pdf,
the-classification-detection-and-handling-of-imperfect-theory-problems,https://www.ijcai.org/Proceedings/87-1/Papers/040.pdf,
