title,main link,supplemental link
on-the-use-of-projection-pursuit-constraints-for-training-neural-networks,http://papers.nips.cc/paper/646-on-the-use-of-projection-pursuit-constraints-for-training-neural-networks.pdf,
hidden-markov-model-induction-by-bayesian-model-merging,http://papers.nips.cc/paper/669-hidden-markov-model-induction-by-bayesian-model-merging.pdf,
computing-with-almost-optimal-size-neural-networks,http://papers.nips.cc/paper/590-computing-with-almost-optimal-size-neural-networks.pdf,
intersecting-regions-the-key-to-combinatorial-structure-in-hidden-unit-space,http://papers.nips.cc/paper/691-intersecting-regions-the-key-to-combinatorial-structure-in-hidden-unit-space.pdf,
holographic-recurrent-networks,http://papers.nips.cc/paper/687-holographic-recurrent-networks.pdf,
improving-performance-in-neural-networks-using-a-boosting-algorithm,http://papers.nips.cc/paper/593-improving-performance-in-neural-networks-using-a-boosting-algorithm.pdf,
efficient-pattern-recognition-using-a-new-transformation-distance,http://papers.nips.cc/paper/656-efficient-pattern-recognition-using-a-new-transformation-distance.pdf,
optimal-depth-neural-networks-for-multiplication-and-related-problems,http://papers.nips.cc/paper/657-optimal-depth-neural-networks-for-multiplication-and-related-problems.pdf,
using-prior-knowledge-in-a-nnpda-to-learn-context-free-languages,http://papers.nips.cc/paper/587-using-prior-knowledge-in-a-nnpda-to-learn-context-free-languages.pdf,
a-method-for-learning-from-hints,http://papers.nips.cc/paper/616-a-method-for-learning-from-hints.pdf,
q-learning-with-hidden-unit-restarting,http://papers.nips.cc/paper/597-q-learning-with-hidden-unit-restarting.pdf,
nets-with-unreliable-hidden-nodes-learn-error-correcting-codes,http://papers.nips.cc/paper/605-nets-with-unreliable-hidden-nodes-learn-error-correcting-codes.pdf,
interposing-an-ontogenetic-model-between-genetic-algorithms-and-neural-networks,http://papers.nips.cc/paper/618-interposing-an-ontogenetic-model-between-genetic-algorithms-and-neural-networks.pdf,
combining-neural-and-symbolic-learning-to-revise-probabilistic-rule-bases,http://papers.nips.cc/paper/612-combining-neural-and-symbolic-learning-to-revise-probabilistic-rule-bases.pdf,
learning-sequential-tasks-by-incrementally-adding-higher-orders,http://papers.nips.cc/paper/660-learning-sequential-tasks-by-incrementally-adding-higher-orders.pdf,
kohonen-feature-maps-and-growing-cell-structures-a-performance-comparison,http://papers.nips.cc/paper/694-kohonen-feature-maps-and-growing-cell-structures-a-performance-comparison.pdf,
metamorphosis-networks-an-alternative-to-constructive-models,http://papers.nips.cc/paper/604-metamorphosis-networks-an-alternative-to-constructive-models.pdf,
a-boundary-hunting-radial-basis-function-classifier-which-allocates-centers-constructively,http://papers.nips.cc/paper/715-a-boundary-hunting-radial-basis-function-classifier-which-allocates-centers-constructively.pdf,
automatic-capacity-tuning-of-very-large-vc-dimension-classifiers,http://papers.nips.cc/paper/653-automatic-capacity-tuning-of-very-large-vc-dimension-classifiers.pdf,
automatic-learning-rate-maximization-by-on-line-estimation-of-the-hessian-s-eigenvectors,http://papers.nips.cc/paper/589-automatic-learning-rate-maximization-by-on-line-estimation-of-the-hessians-eigenvectors.pdf,
second-order-derivatives-for-network-pruning-optimal-brain-surgeon,http://papers.nips.cc/paper/647-second-order-derivatives-for-network-pruning-optimal-brain-surgeon.pdf,
directional-unit-boltzmann-machines,http://papers.nips.cc/paper/674-directional-unit-boltzmann-machines.pdf,
time-warping-invariant-neural-networks,http://papers.nips.cc/paper/701-time-warping-invariant-neural-networks.pdf,
generalization-abilities-of-cascade-network-architecture,http://papers.nips.cc/paper/665-generalization-abilities-of-cascade-network-architecture.pdf,
assessing-and-improving-neural-network-predictions-by-the-bootstrap-algorithm,http://papers.nips.cc/paper/659-assessing-and-improving-neural-network-predictions-by-the-bootstrap-algorithm.pdf,
discriminability-based-transfer-between-neural-networks,http://papers.nips.cc/paper/641-discriminability-based-transfer-between-neural-networks.pdf,
summed-weight-neuron-perturbation-an-o-n-improvement-over-weight-perturbation,http://papers.nips.cc/paper/608-summed-weight-neuron-perturbation-an-on-improvement-over-weight-perturbation.pdf,
a-note-on-learning-vector-quantization,http://papers.nips.cc/paper/663-a-note-on-learning-vector-quantization.pdf,
extended-regularization-methods-for-nonconvergent-model-selection,http://papers.nips.cc/paper/643-extended-regularization-methods-for-nonconvergent-model-selection.pdf,
synchronization-and-grammatical-inference-in-an-oscillating-elman-net,http://papers.nips.cc/paper/706-synchronization-and-grammatical-inference-in-an-oscillating-elman-net.pdf,
a-fast-stochastic-error-descent-algorithm-for-supervised-learning-and-optimization,http://papers.nips.cc/paper/690-a-fast-stochastic-error-descent-algorithm-for-supervised-learning-and-optimization.pdf,
global-regularization-of-inverse-kinematics-for-redundant-manipulators,http://papers.nips.cc/paper/642-global-regularization-of-inverse-kinematics-for-redundant-manipulators.pdf,
memory-based-reinforcement-learning-efficient-computation-with-prioritized-sweeping,http://papers.nips.cc/paper/651-memory-based-reinforcement-learning-efficient-computation-with-prioritized-sweeping.pdf,
feudal-reinforcement-learning,http://papers.nips.cc/paper/714-feudal-reinforcement-learning.pdf,
input-reconstruction-reliability-estimation,http://papers.nips.cc/paper/631-input-reconstruction-reliability-estimation.pdf,
explanation-based-neural-network-learning-for-robot-control,http://papers.nips.cc/paper/614-explanation-based-neural-network-learning-for-robot-control.pdf,
reinforcement-learning-applied-to-linear-quadratic-regulation,http://papers.nips.cc/paper/712-reinforcement-learning-applied-to-linear-quadratic-regulation.pdf,
