title,link,group
lemma-generation-for-model-elimination-by-combining-top-down-and-bottom-up-inference,https://www.ijcai.org/Proceedings/99-1/Papers/001.pdf,theorem-proving
cooperation-of-heterogeneous-provers,https://www.ijcai.org/Proceedings/99-1/Papers/002.pdf,theorem-proving
upml-a-framework-for-knowledge-system-reuse,https://www.ijcai.org/Proceedings/99-1/Papers/003.pdf,theorem-proving
complexity-results-for-propositional-closed-world-reasoning-and-circumscription-from-tractable-knowledge-bases,https://www.ijcai.org/Proceedings/99-1/Papers/004.pdf,nonmonotonic-reasoning-1
credulous-nonmonotonic-inference,https://www.ijcai.org/Proceedings/99-1/Papers/005.pdf,nonmonotonic-reasoning-1
preferred-arguments-are-harder-to-compute-than-stable-extensions,https://www.ijcai.org/Proceedings/99-1/Papers/006.pdf,nonmonotonic-reasoning-1
abducing-priorities-to-derive-intended-conclusions,https://www.ijcai.org/Proceedings/99-1/Papers/007.pdf,nonmonotonic-reasoning-2
maximum-entropy-and-variable-strength-defaults,https://www.ijcai.org/Proceedings/99-1/Papers/008.pdf,nonmonotonic-reasoning-2
on-the-relationship-between-probabilistic-logic-and-tl-cms,https://www.ijcai.org/Proceedings/99-1/Papers/009.pdf,nonmonotonic-reasoning-2
on-the-complexity-of-model-checking-for-propositional-default-logics-new-results-and-tractable-cases,https://www.ijcai.org/Proceedings/99-1/Papers/010.pdf,nonmonotonic-reasoning-3-model-checking-methods
stable-model-checking-made-easy,https://www.ijcai.org/Proceedings/99-1/Papers/011.pdf,nonmonotonic-reasoning-3-model-checking-methods
model-checking-for-nonmonotonic-logics-algorithms-and-complexity,https://www.ijcai.org/Proceedings/99-1/Papers/012.pdf,nonmonotonic-reasoning-3-model-checking-methods
reasoning-in-expressive-description-logics-with-fixpoints-based-on-automata-on-infinite-trees,https://www.ijcai.org/Proceedings/99-1/Papers/013.pdf,description-logics-1
reasoning-with-concrete-domains,https://www.ijcai.org/Proceedings/99-1/Papers/014.pdf,description-logics-1
computing-least-common-subsumers-in-description-logics-with-existential-restrictions,https://www.ijcai.org/Proceedings/99-1/Papers/015.pdf,description-logics-1
multi-dimensional-description-logics,https://www.ijcai.org/Proceedings/99-1/Papers/016.pdf,description-logics-2
on-the-relation-of-resolution-and-tableaux-proof-systems-for-description-logics,https://www.ijcai.org/Proceedings/99-1/Papers/017.pdf,description-logics-2
preferential-semantics-for-causal-systems,https://www.ijcai.org/Proceedings/99-1/Papers/018.pdf,semantics-and-models
query-evaluation-and-progression-in-aol-knowledge-bases,https://www.ijcai.org/Proceedings/99-1/Papers/019.pdf,semantics-and-models
axiomatic-foundations-for-qualitative-ordinal-decisions-with-partial-preferences,https://www.ijcai.org/Proceedings/99-1/Papers/020.pdf,semantics-and-models
