title,link,group
the-geometry-tutor,https://www.ijcai.org/Proceedings/85-1/Papers/001.pdf,
dynamic-student-modelling-in-an-intelligent-tutor-for-lisp-programming,https://www.ijcai.org/Proceedings/85-1/Papers/002.pdf,
heuristic-and-formal-methods-in-automatic-program-debugging,https://www.ijcai.org/Proceedings/85-1/Papers/003.pdf,
grammars-as-user-models,https://www.ijcai.org/Proceedings/85-1/Papers/004.pdf,
an-expert-system-for-understanding-expressions-from-electric-circuit-analysis,https://www.ijcai.org/Proceedings/85-1/Papers/005.pdf,
computer-assisted-reasoning-with-mizar,https://www.ijcai.org/Proceedings/85-1/Papers/006.pdf,
the-intelligent-channel-a-scheme-for-result-sharing-in-logic-programs,https://www.ijcai.org/Proceedings/85-1/Papers/007.pdf,
the-architecture-of-the-faim-1-symbolic-multiprocessing-system,https://www.ijcai.org/Proceedings/85-1/Papers/008.pdf,
a-variable-supply-model-for-distributing-deductions,https://www.ijcai.org/Proceedings/85-1/Papers/009.pdf,
a-modular-tool-kit-for-knowledge-management,https://www.ijcai.org/Proceedings/85-1/Papers/010.pdf,
parallelism-in-al-programs,https://www.ijcai.org/Proceedings/85-1/Papers/011.pdf,
recognition-algorithms-for-the-connection-machine,https://www.ijcai.org/Proceedings/85-1/Papers/012.pdf,
non-von-s-applicability-to-three-al-task-areas,https://www.ijcai.org/Proceedings/85-1/Papers/013.pdf,
an-simd-machine-can-be-used-for-al,https://www.ijcai.org/Proceedings/85-1/Papers/014.pdf,
counterfactuals,https://www.ijcai.org/Proceedings/85-1/Papers/015.pdf,
reasoned-assumptions-and-pareto-optimality,https://www.ijcai.org/Proceedings/85-1/Papers/016.pdf,
among-rational-agents,https://www.ijcai.org/Proceedings/85-1/Papers/017.pdf,
a-functional-approach-to-non-monotonic-logic,https://www.ijcai.org/Proceedings/85-1/Papers/018.pdf,
does-probability-have-a-place-in-non-monotonic-reasoning,https://www.ijcai.org/Proceedings/85-1/Papers/019.pdf,
combination-and-propagation-of-uncertainty-with-belief-functions,https://www.ijcai.org/Proceedings/85-1/Papers/020.pdf,
results-on-translating-defaults-to-circumscription,https://www.ijcai.org/Proceedings/85-1/Papers/021.pdf,
computing-circumscription,https://www.ijcai.org/Proceedings/85-1/Papers/022.pdf,
the-limits-of-qualitative-simulation,https://www.ijcai.org/Proceedings/85-1/Papers/023.pdf,
qualitative-mathematical-reasoning,https://www.ijcai.org/Proceedings/85-1/Papers/024.pdf,
combining-discrete-and-continuous-process-models,https://www.ijcai.org/Proceedings/85-1/Papers/025.pdf,
on-the-comparison-of-theories-preferring-the-most-specific-explanation,https://www.ijcai.org/Proceedings/85-1/Papers/026.pdf,
using-model-theory-to-specify-al-programs,https://www.ijcai.org/Proceedings/85-1/Papers/027.pdf,
