title,main link,supplemental link
constraints-on-adaptive-networks-for-modeling-human-generalization,http://papers.nips.cc/paper/106-constraints-on-adaptive-networks-for-modeling-human-generalization.pdf,
an-optimality-principle-for-unsupervised-learning,http://papers.nips.cc/paper/139-an-optimality-principle-for-unsupervised-learning.pdf,
associative-learning-via-inhibitory-search,http://papers.nips.cc/paper/140-associative-learning-via-inhibitory-search.pdf,
fast-learning-in-multi-resolution-hierarchies,http://papers.nips.cc/paper/175-fast-learning-in-multi-resolution-hierarchies.pdf,
efficient-parallel-learning-algorithms-for-neural-networks,http://papers.nips.cc/paper/134-efficient-parallel-learning-algorithms-for-neural-networks.pdf,
mapping-classifier-systems-into-neural-networks,http://papers.nips.cc/paper/162-mapping-classifier-systems-into-neural-networks.pdf,
self-organizing-neural-networks-for-the-identification-problem,http://papers.nips.cc/paper/149-self-organizing-neural-networks-for-the-identification-problem.pdf,
linear-learning-landscapes-and-algorithms,http://papers.nips.cc/paper/123-linear-learning-landscapes-and-algorithms.pdf,
learning-by-choice-of-internal-representations,http://papers.nips.cc/paper/118-learning-by-choice-of-internal-representations.pdf,
what-size-net-gives-valid-generalization,http://papers.nips.cc/paper/154-what-size-net-gives-valid-generalization.pdf,
optimization-by-mean-field-annealing,http://papers.nips.cc/paper/127-optimization-by-mean-field-annealing.pdf,
connectionist-learning-of-expert-preferences-by-comparison-training,http://papers.nips.cc/paper/142-connectionist-learning-of-expert-preferences-by-comparison-training.pdf,
skeletonization-a-technique-for-trimming-the-fat-from-a-network-via-relevance-assessment,http://papers.nips.cc/paper/119-skeletonization-a-technique-for-trimming-the-fat-from-a-network-via-relevance-assessment.pdf,
the-boltzmann-perceptron-network-a-multi-layered-feed-forward-network-equivalent-to-the-boltzmann-machine,http://papers.nips.cc/paper/180-the-boltzmann-perceptron-network-a-multi-layered-feed-forward-network-equivalent-to-the-boltzmann-machine.pdf,
